adjusted_labels,cleaned_text
4,la posizione comoda rispetto alla metro di paddington il bagno privato non in camera ma in un corridoio la camera non veniva rifatta perch faceva parte di un servizio non compreso nella tariffa
4,die lage war ausgezeichnet paddington station ist nahe gelegen ebenso wie diverse park und kleine restaurant zum frhstcken die besitzer sind sehr nett und e gibt die mglichkeit die koffer am abreisetag unterzustellen leider war unser zimmer im kellergescho mit blick auf einen innenschacht und daher dunkel da bad ist mit einer sehr lauten belftung ausgestattet die anscheinend auch schlechte gerche in den raum hinein transportiert der badmlleimer war noch voll vom vorherigen bewohner
9,la ubicacin la limpieza la amabilidad del personal dormitorios y bao muy chico me toc en el 4 to piso todo escaleras ojo con la valija que llevas
8,la ubicacin e muy buena e demasiado pequeo
4,de locatie hygine het wa erg smerig
3,положительный отзыв отсутствует hotel tres vetuste
4,estaba centrico cerca de hyde park e un hotel que necesita una reforma la ducha estaba dentro de la habitacin per el watter estaba fuera y tenamos que ir con una llave era un pico incmodo
2,venligt personale toilettet var udenfor vrelset baderummet var meget lille diverse mbler var halv slidte wi fi var ekstrem drligt
8,ubicacion e muy pequeo
4,ubicacin estupenda limpieza ok pero bajo peticion y solo cada 3 da staff agradable cuarta planta sin ascensor escalera estrechisima el inodoro y lavabo por un lado y sin espacio ni para poner el neceser la ducha aparte y literalmente del tamao de un armario
3,l emplacement trs bien situ proche de parcs station de mtro et gare la chambre est trs rudimentaire malgr une bonne literie fentre donnant sur une cour intrieure au bout du couloir apr la rception au rezdechausse trs bruyant la salle de bain avec une douche dont la paroi tait crasseuse le lit ne sont pa refaits et la chambre nest pa nettoye durant le cinq jours
3,la ubicacin no no hicieron la habitacin en los 5 da que estuvimos all no no cambiaron la toallas ni un da la pedimos nosotros y no la dejaron en la habitacin y no se llevaron la sucias vamos un desastre
2,posizione camera piccolissima sporca
4,staff sempre molto gentile e disponibile qualit prezzo nessuna sorpresa nel centro di londra due minuti a piedi dalla metropilitana отрицательный отзыв отсутствует
2,lget nra till stan trevlig personal toaletten som lg utanfr rummet var vldigt kall och trng sm rum och ett pipljud i sovrummet som frmodligen var ventilationsluckan men lt som en mu
4,sijainti ilmanlaatu huono kaikki saivat jotain hengitys oireita
4,lokalizacja kserowanie kart patniczych przy meldowaniu do tego wszystkie dane karty ktr si pacio wydrukowane na kartce w recepcji zero ochrony danych jak kto skradnie to moe uywa naszej karty azienka na korytarzu mimo oznaczenia pokoju w azienk nieszczelne opadajce okno przy pobycie na kilka dni rodki czystoci jak na 2
3, 3 1 5
3,ottima la posizione mi hanno assegnato una camera sotto il livello della strada con una finestra che confinava con un
3,la vicinanza alla linea metropolitana la stanza era molto piccola il bagno ancora di pi era collocata nel seminterratostanza umida con odore di muffa stanza non particolarmente pulita
4,la chambre est trs lumineuse superbe emplacement le draps et le matelas taient tchs et sale dommage quil ny ait pa de recharge de gel doucheshampooing le lit ne sont pa faits la poubelle a t oublie
2,vain sijainnista tydet pisteet huone ja kylpyhuone oli likaiset plyiset kylpyhuone on ahdas vaikka kuvien perusteella annetaan ymmrt ett on ok huono nieristys patjat liian pehmet kytvn matot ei imuroitu
3,het hotel zit vrij centraal dicht bij het station en national history museum het bedrijf wa betaalbaar en het personeel aan de receptie wa erg vriendelijk de kamer is klein maar dat kun je verwachten voor deze prijs we zaten op de benedenverdieping hier zijn we elke nacht wakker geworden omdat andere gasten vertrokken en je hun koffers over de trap heen hoort stuiterendeuren dicht duwden het is erg gehorig er zat een raam in onze kamer dat niet gesloten kon worden gasten uit andere kamers kunnen zo van de buitenkant onze kamer in en zouden zo bij onze bagage kunnen komen ook rook onze kamer sterk naar riool toen er op de verdiepingen boven ons gedoucht werd op de laatste dag werden we om 0630 wakker omdat de schoonmaaksters naast onze kamerdeur hun karren stonden te laden
0,solo la atencin de recepcionista asitica nada del hotel con minsculas boking lo cataloga 3 estrellas solo 1 y apagada no limpian la habitacin qu tiene bao dividido en 3 partes inodoro a 9 metro de la habitacin y 8 escalones m abajo con llave xa que no lo use otro mientras dure tu estancia un lavabo chiquito en la esquina de la pequea habitacin como si fuera un placar en la otra esquina de 75 x 75 cm la ducha de acuerdo al piso que te toque entren piernas xq no hay ascensor volvimos y la puerta estaba abierta de par en par no haban robado nada vergonzoso e la 2 vez que boking me engaa la anterior en oruro bolivia carnaval x un psimo hotel nuevo xo alejado de calificacin 4 estrellas lo reservamos x u 200 pensando en que se pareca al sherathon de dallas igual precio tan distante en calidad y atencin como la ciudad de dallas a oruro salvo la recepcionista oriental no conozco su nombre que fue eficiente todo lo dems no me gust
2,superbe emplacement 5 min de paddington et quartier calme avec restaurant et commerce manque de confort dans la chambre lit extrmement mou moisi dans la douche sol de la chambre en pente propret qui laisse dsirer on ne peut pa circuler dans la chambre il ya de plaque mtalliques autour de meubles il faut faire attention ne pa se blesser le jour du dpart on peut laisser le bagages lhtel mais dans une pice non ferme o tout le monde a acc il semblerait que de personnes dorment dans cette pice il ya de matelas contre un mur et de vtements qui tranent chambre au 4 me tage sans ascenseur il faut avoir la condition physique surtout pour porter le bagages accueil de grant pa terrible jadore londres mais honntement cet tablissement est fuir tout est fait pour prendre un maximum dargent avec un minimum dinvestissement
4,la dame de la rception de ce matin tait trs gentille la situation gographique est trs bonne avec la gare station de mtro et bus 4 minute pied la chambre tait propre larriv mais le mnage na pa t fait durant no 5 jours lhtel le chambres sont trs mal isols le monsieur de la rception de hier tait pa sympa je lui ai demand du papier toilette car la femme de chambre nen avait pa remis et il men a donn en rlant escaliers trs troit la chambre plus petite quun studio il ny a pa de rideau la douche donc pa dintimit
2,niets alles slecht toilet waar ik niet in pa te vies om op te spugen kleiner en anders dan de fotos heel ontevreden voor een prijs van een luxe kamer
1,die lage ist in ordnung aber auch hier wrde sich bestimmt etwas besseres finden diesis hotel ist eng und verwinkelt man kann sich kaum bewegen die zimmer sind dermaen klein und in die jahre gekommen man kann sich zu zweit darin nicht bewegen sobald man drn fu au dem bett setz steht man in der dusche am klo kommt man im sitzen nicht an die rolle so stell ich mir eine kabine in einem uboot vor bitte investieren sie ein paar pfund mehr in ein ordentliches hotel da hat mir fast den aufenthalt in london versaut
4,la posizione la dimensione della stanza e il fatto che solo il wc fosse fuori dalla camera in una sorta di ripostiglio di cartongesso sulle scale
3,положительный отзыв отсутствует camera non adatta pavimento imbarcato con letto che pendeva da un lato bagno piccolissimo da non potersi nemmeno fare una doccia o lavarsi il viso senza bagnare ovunque porta asciugamani fissato alla testiera del letto scale strette per arrivare alla camera con una valigia
0,la situacin no me ha gustado la instalaciones y el inexistente servicio de habitaciones
0,nulla stanza troppo piccola per tre persone sporca mai fatta la stanza in tre giorni abbiamo fatto i turni per stare in piedi tanto che la stanza era minuscola
1,la posizione camera esageratamente piccola lavabo appiccicato al letto e nel vater non si poteva tanto era piccolo
2,da personal war sehr zuvorkommend freundlich und bemht da bett war eine katastrophe 140 x 180 fr zwei personen die matratze war wie durchgelegen leider war e auch nicht richtig sauber haare in der dusche neben dem klo handtuch war nicht sauber heizung hat gepfiffen
4,da zimmer hat einen balkon zum hinterhof da zimmer ist sehr eng e ist kein platz fr den koffer da in der niesche eine zweite decke ein ventilator und ein fn liegen in der zimmerbeschreibung steht etwas von schrankgarderobe der riegel der toilettentr lsst sich nicht schlieen da die tr wahrscheinlich verzogen ist bei langen beinen ist da ganz gut so
4,lemplacement 10 trs mauvaise insonorisation
0,la vicinanza alla metro e al centro assenza di servizi non hanno rifatto la camera per due giorni e alla mia richiesta hanno detto che dovevo chiederglielo di rifarla stanza minuscola e calda da morire senza aria condizionata
9,pulizia accurata davvero vicinissimo alla metro il posto tranquillo nonostante la posizione centralissima staff molto cordiale e disponibile ci hanno consigliato varie cose che hanno reso la permanenza piacevole la moquette nelle scale dellalbergo da cambiare perch nonostante lestrema pulizia rende lambiente esterno alla camera un po deludente e polveroso la stanza in cui abbiamo alloggiato veramente piccola cambierei il lavandino perch a stento ci stavano le mani
0,положительный отзыв отсутствует kleine bedden vloer van de kamer liep mega scheef douche werd vaak koud tijdens het douchen er word een toeslag gerekend voor betalen met een kaart je kunt niet met apple pay betalen schone handdoeken werden vergeten te geven na afgeven van de vieze handdoeken personeel bij inchecken sprak slecht engels
1,da einzige wa man positiv erwhnen mus ist da die lage sehr vorteilhaft ist und man die subway station paddington innerhalb von wenigen minuten zu fu erreichen kann e sind viele tolle restaurant in der nheren umgebung da hotel wird nicht gepflegt die zimmer sind alt und nur notdrftig in stand gesetzt e ist sehr dreckig und zum teil auch schimmelig da badezimmer ist wirklich eine frechheit und einfach nur ekelhaft der flur wurde nicht einmal gesaugt aufenthalt 4 nchte das ist katastrophal ich wollte eine rckerstattung teilerstattung diese wurde leider direkt abgelehnt nicht einmal eine entschuldigung haben wir erhalten kein zimmerservice auf mehrfache frage haben wir neue handtcher und klopapier bekommen
